# Total Phase Data Center(tm) v6.61
# (c) 2005-2013 Total Phase, Inc.
# www.totalphase.com
#
# Thu Jun 04 17:47:52 2015
#
# Level,Index,Dur,Len,Ep,Record,Summary
1,5717,1.500 us,1 B,01,   ACK packet,D2
0,5718,51.083 us,64 B,01,IN txn,59 0D 55 0D 6B 0D 67 0D 78 0D 75 0D 87 0D 90 0D 94 0D 9D 0D A7 0D A4 0D…
1,5719,2.833 us,3 B,01,   IN packet,69 98 30
1,5720,45.666 us,67 B,01,   DATA1 packet,4B 59 0D 55 0D 6B 0D 67 0D 78 0D 75 0D 87 0D 90 0D 94 0D 9D 0D A7 0D A4…
1,5721,1.500 us,1 B,01,   ACK packet,D2
0,5722,51.083 us,64 B,01,IN txn,F5 0D F2 0D EC 0D FD 0D FE 0D 00 0E 08 0E 13 0E 0C 0E 12 0E 1C 0E 21 0E…
1,5723,2.833 us,3 B,01,   IN packet,69 98 30
1,5724,45.666 us,67 B,01,   DATA0 packet,C3 F5 0D F2 0D EC 0D FD 0D FE 0D 00 0E 08 0E 13 0E 0C 0E 12 0E 1C 0E 21…
1,5725,1.500 us,1 B,01,   ACK packet,D2
0,5726,51.750 us,64 B,01,IN txn,16 0F 2D 0F 33 0F 41 0F 44 0F 4B 0F 48 0F 4A 0F 4C 0F 59 0F 5E 0F 68 0F…
1,5727,2.833 us,3 B,01,   IN packet,69 98 30
1,5728,46.333 us,67 B,01,   DATA1 packet,4B 16 0F 2D 0F 33 0F 41 0F 44 0F 4B 0F 48 0F 4A 0F 4C 0F 59 0F 5E 0F 68…
1,5729,1.500 us,1 B,01,   ACK packet,D2
0,5730,51.250 us,64 B,01,IN txn,F4 0F FC 0F FD 0F 07 10 01 10 09 10 02 10 FD 0F 07 10 02 10 0E 10 0C 10…
1,5731,2.833 us,3 B,01,   IN packet,69 98 30
1,5732,45.812 us,67 B,01,   DATA0 packet,C3 F4 0F FC 0F FD 0F 07 10 01 10 09 10 02 10 FD 0F 07 10 02 10 0E 10 0C…
1,5733,1.500 us,1 B,01,   ACK packet,D2
0,5734,50.916 us,64 B,01,IN txn,7D 10 80 10 85 10 93 10 8F 10 9B 10 97 10 9D 10 A7 10 98 10 AA 10 A9 10…
1,5735,2.833 us,3 B,01,   IN packet,69 98 30
1,5736,45.500 us,67 B,01,   DATA1 packet,4B 7D 10 80 10 85 10 93 10 8F 10 9B 10 97 10 9D 10 A7 10 98 10 AA 10 A9…
1,5737,1.500 us,1 B,01,   ACK packet,D2
0,5738,2.833 us,,,[1 SOF],[Frame: 592] 
0,5739,51.000 us,64 B,01,IN txn,F5 10 F4 10 02 11 0F 11 1A 11 26 11 31 11 39 11 4F 11 58 11 65 11 6E 11…
1,5740,2.833 us,3 B,01,   IN packet,69 98 30
1,5741,45.583 us,67 B,01,   DATA0 packet,C3 F5 10 F4 10 02 11 0F 11 1A 11 26 11 31 11 39 11 4F 11 58 11 65 11 6E…
1,5742,1.500 us,1 B,01,   ACK packet,D2
0,5743,51.833 us,64 B,01,IN txn,EA 11 ED 11 FA 11 F8 11 E9 11 F6 11 FA 11 FA 11 01 12 0D 12 FE 11 F8 11…
1,5744,2.833 us,3 B,01,   IN packet,69 98 30
1,5745,46.416 us,67 B,01,   DATA1 packet,4B EA 11 ED 11 FA 11 F8 11 E9 11 F6 11 FA 11 FA 11 01 12 0D 12 FE 11 F8…
1,5746,1.500 us,1 B,01,   ACK packet,D2
0,5747,51.416 us,64 B,01,IN txn,FD 11 07 12 06 12 10 12 0F 12 00 12 0A 12 0C 12 04 12 0E 12 F5 11 FB 11…
1,5748,2.833 us,3 B,01,   IN packet,69 98 30
1,5749,46.000 us,67 B,01,   DATA0 packet,C3 FD 11 07 12 06 12 10 12 0F 12 00 12 0A 12 0C 12 04 12 0E 12 F5 11 FB…
1,5750,1.500 us,1 B,01,   ACK packet,D2
0,5751,51.250 us,64 B,01,IN txn,07 12 FE 11 06 12 04 12 03 12 0E 12 03 12 FD 11 FC 11 FB 11 08 12 F6 11…
1,5752,2.833 us,3 B,01,   IN packet,69 98 30
1,5753,45.833 us,67 B,01,   DATA1 packet,4B 07 12 FE 11 06 12 04 12 03 12 0E 12 03 12 FD 11 FC 11 FB 11 08 12 F6…
1,5754,1.500 us,1 B,01,   ACK packet,D2
0,5755,50.916 us,64 B,01,IN txn,C4 11 C5 11 BD 11 BC 11 BD 11 BD 11 B0 11 AF 11 B0 11 AE 11 C4 11 C8 11…
1,5756,2.833 us,3 B,01,   IN packet,69 98 30
1,5757,45.500 us,67 B,01,   DATA0 packet,C3 C4 11 C5 11 BD 11 BC 11 BD 11 BD 11 B0 11 AF 11 B0 11 AE 11 C4 11 C8…
1,5758,1.500 us,1 B,01,   ACK packet,D2
0,5759,51.000 us,64 B,01,IN txn,A2 11 A4 11 9C 11 92 11 97 11 A1 11 9F 11 95 11 80 11 7E 11 84 11 96 11…
1,5760,2.833 us,3 B,01,   IN packet,69 98 30
1,5761,45.583 us,67 B,01,   DATA1 packet,4B A2 11 A4 11 9C 11 92 11 97 11 A1 11 9F 11 95 11 80 11 7E 11 84 11 96…
1,5762,1.500 us,1 B,01,   ACK packet,D2
0,5763,50.916 us,64 B,01,IN txn,56 11 4C 11 43 11 53 11 47 11 50 11 4B 11 4B 11 59 11 61 11 65 11 65 11…
1,5764,2.833 us,3 B,01,   IN packet,69 98 30
1,5765,45.500 us,67 B,01,   DATA0 packet,C3 56 11 4C 11 43 11 53 11 47 11 50 11 4B 11 4B 11 59 11 61 11 65 11 65…
1,5766,1.500 us,1 B,01,   ACK packet,D2
0,5767,50.916 us,64 B,01,IN txn,39 11 35 11 2D 11 20 11 17 11 0B 11 0D 11 F9 10 F3 10 F6 10 E2 10 D8 10…
1,5768,2.833 us,3 B,01,   IN packet,69 98 30
1,5769,45.500 us,67 B,01,   DATA1 packet,4B 39 11 35 11 2D 11 20 11 17 11 0B 11 0D 11 F9 10 F3 10 F6 10 E2 10 D8…
1,5770,1.500 us,1 B,01,   ACK packet,D2
0,5771,51.000 us,64 B,01,IN txn,7D 10 7D 10 88 10 7B 10 77 10 7C 10 80 10 7F 10 77 10 75 10 6E 10 67 10…
1,5772,2.833 us,3 B,01,   IN packet,69 98 30
1,5773,45.583 us,67 B,01,   DATA0 packet,C3 7D 10 7D 10 88 10 7B 10 77 10 7C 10 80 10 7F 10 77 10 75 10 6E 10 67…
1,5774,1.500 us,1 B,01,   ACK packet,D2
0,5775,51.062 us,64 B,01,IN txn,A4 10 BD 10 C3 10 BF 10 DF 10 E5 10 F7 10 FE 10 FB 10 03 11 09 11 0C 11…
1,5776,2.833 us,3 B,01,   IN packet,69 98 30
1,5777,45.666 us,67 B,01,   DATA1 packet,4B A4 10 BD 10 C3 10 BF 10 DF 10 E5 10 F7 10 FE 10 FB 10 03 11 09 11 0C…
1,5778,1.479 us,1 B,01,   ACK packet,D2
0,5779,50.895 us,64 B,01,IN txn,65 11 59 11 71 11 76 11 74 11 75 11 7C 11 74 11 6B 11 65 11 66 11 5F 11…
1,5780,2.812 us,3 B,01,   IN packet,69 98 30
1,5781,45.479 us,67 B,01,   DATA0 packet,C3 65 11 59 11 71 11 76 11 74 11 75 11 7C 11 74 11 6B 11 65 11 66 11 5F…
1,5782,1.479 us,1 B,01,   ACK packet,D2
0,5783,51.145 us,64 B,01,IN txn,0A 11 F8 10 F4 10 EB 10 EB 10 DA 10 D0 10 BF 10 B9 10 A8 10 8A 10 71 10…
1,5784,2.812 us,3 B,01,   IN packet,69 98 30
1,5785,45.729 us,67 B,01,   DATA1 packet,4B 0A 11 F8 10 F4 10 EB 10 EB 10 DA 10 D0 10 BF 10 B9 10 A8 10 8A 10 71…
1,5786,1.479 us,1 B,01,   ACK packet,D2
0,5787,1.002.979 ms,,,[2 SOF],[Frames: 593 - 594] 
0,5788,50.770 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5789,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5790,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,5791,1.500 us,1 B,01,   ACK packet,D2
0,5792,80.562 us,64 B,01,IN txn   [2 POLL],C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5793,19.583 us,,01,   [2 IN-NAK],
1,5794,2.812 us,3 B,01,   IN packet,69 98 30
1,5795,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,5796,1.479 us,1 B,01,   ACK packet,D2
0,5797,50.833 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5798,2.812 us,3 B,01,   OUT packet,E1 98 30
1,5799,45.562 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5800,1.479 us,1 B,01,   ACK packet,D2
0,5801,2.833 us,,,[1 SOF],[Frame: 595] 
0,5802,513.250 us,64 B,01,IN txn   [30 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5803,449.687 us,,01,   [30 IN-NAK],
1,5804,2.833 us,3 B,01,   IN packet,69 98 30
1,5805,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5806,1.500 us,1 B,01,   ACK packet,D2
0,5807,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5808,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5809,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5810,1.500 us,1 B,01,   ACK packet,D2
0,5811,2.833 us,,,[1 SOF],[Frame: 596] 
0,5812,643.562 us,64 B,01,IN txn   [33 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5813,572.270 us,,01,   [33 IN-NAK],
1,5814,2.812 us,3 B,01,   IN packet,69 98 30
1,5815,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5816,1.479 us,1 B,01,   ACK packet,D2
0,5817,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5818,2.812 us,3 B,01,   OUT packet,E1 98 30
1,5819,45.479 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5820,1.500 us,1 B,01,   ACK packet,D2
0,5821,2.833 us,,,[1 SOF],[Frame: 597] 
0,5822,629.479 us,64 B,01,IN txn   [33 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5823,568.750 us,,01,   [33 IN-NAK],
1,5824,2.833 us,3 B,01,   IN packet,69 98 30
1,5825,45.562 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5826,1.500 us,1 B,01,   ACK packet,D2
0,5827,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5828,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5829,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5830,1.500 us,1 B,01,   ACK packet,D2
0,5831,2.833 us,,,[1 SOF],[Frame: 598] 
0,5832,631.645 us,64 B,01,IN txn   [33 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5833,570.916 us,,01,   [33 IN-NAK],
1,5834,2.812 us,3 B,01,   IN packet,69 98 30
1,5835,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5836,1.479 us,1 B,01,   ACK packet,D2
0,5837,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5838,2.812 us,3 B,01,   OUT packet,E1 98 30
1,5839,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,5840,1.500 us,1 B,01,   ACK packet,D2
0,5841,108.015.291 ms,,,[109 SOF],[Frames: 599 - 707] 
0,5842,108.310.458 ms,64 B,01,IN txn   [7678 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5843,108.249.395 ms,,01,   [7678 IN-NAK],
1,5844,2.833 us,3 B,01,   IN packet,69 98 30
1,5845,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,5846,1.500 us,1 B,01,   ACK packet,D2
0,5847,51.083 us,64 B,01,IN txn,58 0E 2B 0E 05 0E F2 0D D1 0D B8 0D 85 0D 80 0D 6B 0D 47 0D 33 0D 13 0D…
1,5848,2.833 us,3 B,01,   IN packet,69 98 30
1,5849,45.666 us,67 B,01,   DATA0 packet,C3 58 0E 2B 0E 05 0E F2 0D D1 0D B8 0D 85 0D 80 0D 6B 0D 47 0D 33 0D 13…
1,5850,1.500 us,1 B,01,   ACK packet,D2
0,5851,51.083 us,64 B,01,IN txn,FD 0B F0 0B E9 0B DC 0B CE 0B C2 0B BD 0B AF 0B BA 0B A7 0B 91 0B 93 0B…
1,5852,2.833 us,3 B,01,   IN packet,69 98 30
1,5853,45.645 us,67 B,01,   DATA1 packet,4B FD 0B F0 0B E9 0B DC 0B CE 0B C2 0B BD 0B AF 0B BA 0B A7 0B 91 0B 93…
1,5854,1.500 us,1 B,01,   ACK packet,D2
0,5855,50.916 us,64 B,01,IN txn,1D 0B 1C 0B 1A 0B 23 0B 1D 0B 20 0B 1E 0B 15 0B 14 0B 0C 0B 08 0B 11 0B…
1,5856,2.833 us,3 B,01,   IN packet,69 98 30
1,5857,45.500 us,67 B,01,   DATA0 packet,C3 1D 0B 1C 0B 1A 0B 23 0B 1D 0B 20 0B 1E 0B 15 0B 14 0B 0C 0B 08 0B 11…
1,5858,1.500 us,1 B,01,   ACK packet,D2
0,5859,50.916 us,64 B,01,IN txn,CF 0A CE 0A CB 0A D2 0A C2 0A B7 0A BE 0A C2 0A BD 0A BA 0A CB 0A C0 0A…
1,5860,2.833 us,3 B,01,   IN packet,69 98 30
1,5861,45.500 us,67 B,01,   DATA1 packet,4B CF 0A CE 0A CB 0A D2 0A C2 0A B7 0A BE 0A C2 0A BD 0A BA 0A CB 0A C0…
1,5862,1.500 us,1 B,01,   ACK packet,D2
0,5863,51.083 us,64 B,01,IN txn,BD 0A BF 0A C3 0A C9 0A BE 0A CB 0A CB 0A BF 0A CE 0A BA 0A C8 0A C6 0A…
1,5864,2.833 us,3 B,01,   IN packet,69 98 30
1,5865,45.666 us,67 B,01,   DATA0 packet,C3 BD 0A BF 0A C3 0A C9 0A BE 0A CB 0A CB 0A BF 0A CE 0A BA 0A C8 0A C6…
1,5866,1.500 us,1 B,01,   ACK packet,D2
0,5867,51.083 us,64 B,01,IN txn,91 0A 7F 0A 90 0A 86 0A 77 0A 71 0A 80 0A 7E 0A 67 0A 72 0A 6D 0A 75 0A…
1,5868,2.833 us,3 B,01,   IN packet,69 98 30
1,5869,45.666 us,67 B,01,   DATA1 packet,4B 91 0A 7F 0A 90 0A 86 0A 77 0A 71 0A 80 0A 7E 0A 67 0A 72 0A 6D 0A 75…
1,5870,1.500 us,1 B,01,   ACK packet,D2
0,5871,50.916 us,64 B,01,IN txn,62 0A 64 0A 64 0A 5C 0A 66 0A 68 0A 65 0A 5D 0A 5D 0A 4E 0A 56 0A 67 0A…
1,5872,2.833 us,3 B,01,   IN packet,69 98 30
1,5873,45.500 us,67 B,01,   DATA0 packet,C3 62 0A 64 0A 64 0A 5C 0A 66 0A 68 0A 65 0A 5D 0A 5D 0A 4E 0A 56 0A 67…
1,5874,1.500 us,1 B,01,   ACK packet,D2
0,5875,50.916 us,64 B,01,IN txn,76 0A 65 0A 71 0A 6A 0A 6E 0A 76 0A 73 0A 7A 0A 74 0A 67 0A 78 0A 7A 0A…
1,5876,2.833 us,3 B,01,   IN packet,69 98 30
1,5877,45.500 us,67 B,01,   DATA1 packet,4B 76 0A 65 0A 71 0A 6A 0A 6E 0A 76 0A 73 0A 7A 0A 74 0A 67 0A 78 0A 7A…
1,5878,1.500 us,1 B,01,   ACK packet,D2
0,5879,51.166 us,64 B,01,IN txn,72 0A 78 0A 7B 0A 7C 0A 7C 0A 7F 0A 80 0A 7F 0A 7F 0A 7C 0A 80 0A 81 0A…
1,5880,2.833 us,3 B,01,   IN packet,69 98 30
1,5881,45.750 us,67 B,01,   DATA0 packet,C3 72 0A 78 0A 7B 0A 7C 0A 7C 0A 7F 0A 80 0A 7F 0A 7F 0A 7C 0A 80 0A 81…
1,5882,1.500 us,1 B,01,   ACK packet,D2
0,5883,51.000 us,64 B,01,IN txn,F6 09 F2 09 F0 09 F0 09 E0 09 DE 09 EA 09 DA 09 D4 09 D4 09 D5 09 D7 09…
1,5884,2.833 us,3 B,01,   IN packet,69 98 30
1,5885,45.583 us,67 B,01,   DATA1 packet,4B F6 09 F2 09 F0 09 F0 09 E0 09 DE 09 EA 09 DA 09 D4 09 D4 09 D5 09 D7…
1,5886,1.500 us,1 B,01,   ACK packet,D2
0,5887,51.750 us,64 B,01,IN txn,F1 09 FA 09 DF 09 FE 09 F7 09 F0 09 F7 09 F7 09 F9 09 F7 09 F9 09 F7 09…
1,5888,2.833 us,3 B,01,   IN packet,69 98 30
1,5889,46.333 us,67 B,01,   DATA0 packet,C3 F1 09 FA 09 DF 09 FE 09 F7 09 F0 09 F7 09 F7 09 F9 09 F7 09 F9 09 F7…
1,5890,1.500 us,1 B,01,   ACK packet,D2
0,5891,50.916 us,64 B,01,IN txn,07 0A 17 0A 1F 0A 27 0A 1E 0A 34 0A 32 0A 44 0A 4B 0A 4F 0A 51 0A 62 0A…
1,5892,2.833 us,3 B,01,   IN packet,69 98 30
1,5893,45.500 us,67 B,01,   DATA1 packet,4B 07 0A 17 0A 1F 0A 27 0A 1E 0A 34 0A 32 0A 44 0A 4B 0A 4F 0A 51 0A 62…
1,5894,1.500 us,1 B,01,   ACK packet,D2
0,5895,50.916 us,64 B,01,IN txn,C6 0A CB 0A C0 0A C2 0A D7 0A D3 0A E1 0A DD 0A E7 0A E7 0A F7 0A F7 0A…
1,5896,2.833 us,3 B,01,   IN packet,69 98 30
1,5897,45.500 us,67 B,01,   DATA0 packet,C3 C6 0A CB 0A C0 0A C2 0A D7 0A D3 0A E1 0A DD 0A E7 0A E7 0A F7 0A F7…
1,5898,1.500 us,1 B,01,   ACK packet,D2
0,5899,51.145 us,64 B,01,IN txn,9E 0B 9F 0B A1 0B B5 0B B7 0B BC 0B C2 0B BC 0B D2 0B D8 0B D4 0B D6 0B…
1,5900,2.812 us,3 B,01,   IN packet,69 98 30
1,5901,45.750 us,67 B,01,   DATA1 packet,4B 9E 0B 9F 0B A1 0B B5 0B B7 0B BC 0B C2 0B BC 0B D2 0B D8 0B D4 0B D6…
1,5902,1.479 us,1 B,01,   ACK packet,D2
0,5903,2.812 us,,,[1 SOF],[Frame: 708] 
0,5904,50.979 us,64 B,01,IN txn,80 0C 83 0C 94 0C 9C 0C 9C 0C A4 0C A5 0C A2 0C AA 0C AA 0C B2 0C B3 0C…
1,5905,2.812 us,3 B,01,   IN packet,69 98 30
1,5906,45.583 us,67 B,01,   DATA0 packet,C3 80 0C 83 0C 94 0C 9C 0C 9C 0C A4 0C A5 0C A2 0C AA 0C AA 0C B2 0C B3…
1,5907,1.479 us,1 B,01,   ACK packet,D2
0,5908,50.895 us,64 B,01,IN txn,59 0D 58 0D 73 0D 63 0D 7B 0D 72 0D 84 0D 88 0D 9A 0D A6 0D AD 0D A5 0D…
1,5909,2.812 us,3 B,01,   IN packet,69 98 30
1,5910,45.500 us,67 B,01,   DATA1 packet,4B 59 0D 58 0D 73 0D 63 0D 7B 0D 72 0D 84 0D 88 0D 9A 0D A6 0D AD 0D A5…
1,5911,1.479 us,1 B,01,   ACK packet,D2
0,5912,51.062 us,64 B,01,IN txn,FA 0D EA 0D EF 0D 00 0E F9 0D 00 0E 12 0E 0C 0E 0B 0E 13 0E 20 0E 24 0E…
1,5913,2.812 us,3 B,01,   IN packet,69 98 30
1,5914,45.666 us,67 B,01,   DATA0 packet,C3 FA 0D EA 0D EF 0D 00 0E F9 0D 00 0E 12 0E 0C 0E 0B 0E 13 0E 20 0E 24…
1,5915,1.479 us,1 B,01,   ACK packet,D2
0,5916,51.645 us,64 B,01,IN txn,1B 0F 31 0F 33 0F 41 0F 4B 0F 4D 0F 47 0F 4B 0F 52 0F 51 0F 5E 0F 62 0F…
1,5917,2.812 us,3 B,01,   IN packet,69 98 30
1,5918,46.250 us,67 B,01,   DATA1 packet,4B 1B 0F 31 0F 33 0F 41 0F 4B 0F 4D 0F 47 0F 4B 0F 52 0F 51 0F 5E 0F 62…
1,5919,1.479 us,1 B,01,   ACK packet,D2
0,5920,51.062 us,64 B,01,IN txn,F3 0F 00 10 01 10 0C 10 04 10 06 10 04 10 01 10 0A 10 00 10 11 10 10 10…
1,5921,2.812 us,3 B,01,   IN packet,69 98 30
1,5922,45.666 us,67 B,01,   DATA0 packet,C3 F3 0F 00 10 01 10 0C 10 04 10 06 10 04 10 01 10 0A 10 00 10 11 10 10…
1,5923,1.479 us,1 B,01,   ACK packet,D2
0,5924,50.979 us,64 B,01,IN txn,79 10 7F 10 7D 10 93 10 8C 10 9C 10 98 10 9F 10 A7 10 96 10 A8 10 A1 10…
1,5925,2.812 us,3 B,01,   IN packet,69 98 30
1,5926,45.583 us,67 B,01,   DATA1 packet,4B 79 10 7F 10 7D 10 93 10 8C 10 9C 10 98 10 9F 10 A7 10 96 10 A8 10 A1…
1,5927,1.479 us,1 B,01,   ACK packet,D2
0,5928,50.895 us,64 B,01,IN txn,F8 10 F7 10 00 11 06 11 1C 11 25 11 2D 11 3B 11 4E 11 54 11 6C 11 6E 11…
1,5929,2.812 us,3 B,01,   IN packet,69 98 30
1,5930,45.500 us,67 B,01,   DATA0 packet,C3 F8 10 F7 10 00 11 06 11 1C 11 25 11 2D 11 3B 11 4E 11 54 11 6C 11 6E…
1,5931,1.479 us,1 B,01,   ACK packet,D2
0,5932,51.645 us,64 B,01,IN txn,ED 11 E9 11 FA 11 FA 11 EF 11 F4 11 F1 11 FE 11 FD 11 06 12 05 12 F5 11…
1,5933,2.812 us,3 B,01,   IN packet,69 98 30
1,5934,46.229 us,67 B,01,   DATA1 packet,4B ED 11 E9 11 FA 11 FA 11 EF 11 F4 11 F1 11 FE 11 FD 11 06 12 05 12 F5…
1,5935,1.500 us,1 B,01,   ACK packet,D2
0,5936,51.333 us,64 B,01,IN txn,03 12 06 12 06 12 08 12 10 12 00 12 0E 12 03 12 04 12 0A 12 03 12 F5 11…
1,5937,2.833 us,3 B,01,   IN packet,69 98 30
1,5938,45.916 us,67 B,01,   DATA0 packet,C3 03 12 06 12 06 12 08 12 10 12 00 12 0E 12 03 12 04 12 0A 12 03 12 F5…
1,5939,1.500 us,1 B,01,   ACK packet,D2
0,5940,51.083 us,64 B,01,IN txn,04 12 FE 11 07 12 08 12 00 12 0D 12 16 12 06 12 04 12 FF 11 05 12 F2 11…
1,5941,2.833 us,3 B,01,   IN packet,69 98 30
1,5942,45.666 us,67 B,01,   DATA1 packet,4B 04 12 FE 11 07 12 08 12 00 12 0D 12 16 12 06 12 04 12 FF 11 05 12 F2…
1,5943,1.500 us,1 B,01,   ACK packet,D2
0,5944,50.916 us,64 B,01,IN txn,C7 11 C4 11 B8 11 C3 11 CA 11 B8 11 AE 11 AD 11 B2 11 A5 11 C3 11 CB 11…
1,5945,2.833 us,3 B,01,   IN packet,69 98 30
1,5946,45.500 us,67 B,01,   DATA0 packet,C3 C7 11 C4 11 B8 11 C3 11 CA 11 B8 11 AE 11 AD 11 B2 11 A5 11 C3 11 CB…
1,5947,1.500 us,1 B,01,   ACK packet,D2
0,5948,51.000 us,64 B,01,IN txn,A0 11 A1 11 99 11 8D 11 97 11 97 11 A5 11 9B 11 8C 11 81 11 85 11 88 11…
1,5949,2.833 us,3 B,01,   IN packet,69 98 30
1,5950,45.583 us,67 B,01,   DATA1 packet,4B A0 11 A1 11 99 11 8D 11 97 11 97 11 A5 11 9B 11 8C 11 81 11 85 11 88…
1,5951,1.500 us,1 B,01,   ACK packet,D2
0,5952,51.000 us,64 B,01,IN txn,52 11 50 11 4B 11 4E 11 4C 11 4D 11 55 11 52 11 51 11 60 11 70 11 69 11…
1,5953,2.833 us,3 B,01,   IN packet,69 98 30
1,5954,45.583 us,67 B,01,   DATA0 packet,C3 52 11 50 11 4B 11 4E 11 4C 11 4D 11 55 11 52 11 51 11 60 11 70 11 69…
1,5955,1.500 us,1 B,01,   ACK packet,D2
0,5956,51.083 us,64 B,01,IN txn,34 11 3E 11 2D 11 26 11 15 11 0F 11 09 11 F3 10 F9 10 FC 10 DD 10 DA 10…
1,5957,2.833 us,3 B,01,   IN packet,69 98 30
1,5958,45.666 us,67 B,01,   DATA1 packet,4B 34 11 3E 11 2D 11 26 11 15 11 0F 11 09 11 F3 10 F9 10 FC 10 DD 10 DA…
1,5959,1.500 us,1 B,01,   ACK packet,D2
0,5960,51.166 us,64 B,01,IN txn,80 10 7F 10 81 10 7B 10 72 10 85 10 7F 10 7F 10 76 10 78 10 6D 10 69 10…
1,5961,2.833 us,3 B,01,   IN packet,69 98 30
1,5962,45.750 us,67 B,01,   DATA0 packet,C3 80 10 7F 10 81 10 7B 10 72 10 85 10 7F 10 7F 10 76 10 78 10 6D 10 69…
1,5963,1.500 us,1 B,01,   ACK packet,D2
0,5964,51.083 us,64 B,01,IN txn,A1 10 BE 10 C0 10 BE 10 E2 10 ED 10 F5 10 FD 10 FF 10 07 11 08 11 0B 11…
1,5965,2.833 us,3 B,01,   IN packet,69 98 30
1,5966,45.666 us,67 B,01,   DATA1 packet,4B A1 10 BE 10 C0 10 BE 10 E2 10 ED 10 F5 10 FD 10 FF 10 07 11 08 11 0B…
1,5967,1.500 us,1 B,01,   ACK packet,D2
0,5968,2.833 us,,,[1 SOF],[Frame: 709] 
0,5969,51.000 us,64 B,01,IN txn,64 11 63 11 6B 11 71 11 74 11 82 11 7E 11 74 11 69 11 6D 11 66 11 63 11…
1,5970,2.833 us,3 B,01,   IN packet,69 98 30
1,5971,45.583 us,67 B,01,   DATA0 packet,C3 64 11 63 11 6B 11 71 11 74 11 82 11 7E 11 74 11 69 11 6D 11 66 11 63…
1,5972,1.500 us,1 B,01,   ACK packet,D2
0,5973,51.166 us,64 B,01,IN txn,0F 11 00 11 F2 10 E5 10 E7 10 E2 10 D3 10 B6 10 AF 10 A7 10 91 10 72 10…
1,5974,2.833 us,3 B,01,   IN packet,69 98 30
